Type,"Date effective from","Date no longer in force",Name,ABN,City,State,Postcode,"Provider Number","Other relevant info","Registration Groups","Relevant information"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Prism Community Care And Services Pty Ltd",92655602029,ANULA,NT,0812,,,,"On the 29 May 2025, a compliance notice was issued to Prism Community Care And Services Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Prism Community Care And Services Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Prism Community Care And Services Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Prism Community Care And Services Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Enabl Pty Ltd",99649613374,WERRINGTON,NSW,2747,,,,"On the 29 May 2025, a compliance notice was issued to Enabl Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Enabl Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Enabl Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Enabl Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,,"Mukayi Healthcare Pty Ltd",40650700048,SOMERVILLE,WA,6430,,,,"On the 29 May 2025, a compliance notice was issued to Mukayi Healthcare Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Mukayi Healthcare Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Mukayi Healthcare Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Mukayi Healthcare Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Serene Clinics Pty Ltd",48665773919,"REGENTS PARK ",NSW,2143,,,,"On the 29 May 2025, a compliance notice was issued to Serene Clinics Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Serene Clinics Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Serene Clinics Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Serene Clinics Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Unified Care Support Services Pty Limited",36651360628,"CLYDE NORTH",VIC,3978,,,,"On the 29 May 2025, a compliance notice was issued to Unified Care Support Services Pty Limited under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Unified Care Support Services Pty Limited has contravened section 73J of the NDIS Act. More specifically, the failure by Unified Care Support Services Pty Limited to commence a conditional audit three months after service delivery has commenced. The notice requires Unified Care Support Services Pty Limited to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Emp Supports Pty Ltd",82668196398,"ALBION PARK",NSW,2527,,,,"On the 29 May 2025, a compliance notice was issued to Emp Supports Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Emp Supports Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Emp Supports Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Emp Supports Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Heron Group Consultants Pty Ltd",94621262066,YARRABILBA,QLD,4207,,,,"On the 29 May 2025, a compliance notice was issued to Heron Group Consultants Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Heron Group Consultants Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Heron Group Consultants Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Heron Group Consultants Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Pacific Breed Care Provider Pty Ltd",18666208242,"AIRPORT WEST",VIC,3042,,,,"On the 29 May 2025, a compliance notice was issued to Pacific Breed Care Provider Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Pacific Breed Care Provider Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Pacific Breed Care Provider Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Pacific Breed Care Provider Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Helping Hands Disability Care Pty Ltd",81656632316,BANYO,QLD,4014,,,,"On the 29 May 2025, a compliance notice was issued to Helping Hands Disability Care Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Helping Hands Disability Care Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Helping Hands Disability Care Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Helping Hands Disability Care Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Northern Disability Services Sa Pty Ltd",24659549345,"MAWSON LAKES ",SA,5095,,,,"On the 29 May 2025, a compliance notice was issued to Northern Disability Services Sa Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Northern Disability Services Sa Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Northern Disability Services Sa Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Northern Disability Services Sa Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Buddy 4 Me Pty Ltd",50663461292,"GYMEA BAY",NSW,2227,,,,"On the 29 May 2025, a compliance notice was issued to Buddy 4 Me Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Buddy 4 Me Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Buddy 4 Me Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Buddy 4 Me Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"The Trustee For Powa Investment Group Trust",40517346097,"POINT COOK",VIC,3030,,,,"On the 29 May 2025, a compliance notice was issued to The Trustee For Powa Investment Group Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For Powa Investment Group Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For Powa Investment Group Trust to commence a conditional audit three months after service delivery has commenced. The notice requires The Trustee For Powa Investment Group Trust to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Connect Care Australia Pty Ltd",66626645681,"THE PONDS",NSW,2769,,,,"On the 29 May 2025, a compliance notice was issued to Connect Care Australia Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Connect Care Australia Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Connect Care Australia Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Connect Care Australia Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Healing Hands Care Services Pty Ltd",20662842328,"DIAMOND CREEK",VIC,3089,,,,"On the 29 May 2025, a compliance notice was issued to Healing Hands Care Services Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Healing Hands Care Services Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Healing Hands Care Services Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Healing Hands Care Services Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Kk Moven Pty Ltd",60655428194,DAVIDSON,NSW,2085,,,,"On the 29 May 2025, a compliance notice was issued to Kk Moven Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Kk Moven Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Kk Moven Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Kk Moven Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,,"Serenity Care Services Pty Ltd",98646744792,"GLEDSWOOD HILLS",NSW,2557,,,,"On the 29 May 2025, a compliance notice was issued to Serenity Care Services Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Serenity Care Services Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Serenity Care Services Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Serenity Care Services Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"True Caring Services Pty Ltd",69648286033,BROADMEADOWS,VIC,3047,,,,"On the 29 May 2025, a compliance notice was issued to True Caring Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that True Caring Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by True Caring Services Pty. Ltd. to commence a conditional audit three months after service delivery has commenced. The notice requires True Caring Services Pty. Ltd. to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Skillwise Disability Services Pty Ltd",25673100984,"ROOTY HILL",NSW,2766,,,,"On the 29 May 2025, a compliance notice was issued to Skillwise Disability Services Pty Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Skillwise Disability Services Pty Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Skillwise Disability Services Pty Ltd. to commence a conditional audit three months after service delivery has commenced. The notice requires Skillwise Disability Services Pty Ltd. to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"The Right Care Disability Services Pty Ltd",61661735226,"CLAREMONT MEADOWS",NSW,2747,,,,"On the 29 May 2025, a compliance notice was issued to The Right Care Disability Services Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Right Care Disability Services Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by The Right Care Disability Services Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires The Right Care Disability Services Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,,"Mercy Exerters Pty Ltd",76657449600,"ALICE SPRINGS",NT,0870,,,,"On the 29 May 2025, a compliance notice was issued to Mercy Exerters Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Mercy Exerters Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Mercy Exerters Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Mercy Exerters Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Proactive Community Services Pty Ltd",29667646559,"ST CLAIR",NSW,2759,,,,"On the 29 May 2025, a compliance notice was issued to Proactive Community Services Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Proactive Community Services Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Proactive Community Services Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Proactive Community Services Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Masani Care Pty Ltd",42663984165,KELLYVILLE,NSW,2155,,,,"On the 29 May 2025, a compliance notice was issued to Masani Care Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Masani Care Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Masani Care Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Masani Care Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Yuelian Xu",28557476522,HURSTVILLE,NSW,2220,,,,"On the 29 May 2025, a compliance notice was issued to Ms Yuelian Xu under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Ms Yuelian Xu has contravened section 73J of the NDIS Act. More specifically, the failure by Ms Yuelian Xu to commence a conditional audit three months after service delivery has commenced. The notice requires Ms Yuelian Xu to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"First4care Pty Ltd",99672592264,FRENCHVILLE,QLD,4701,,,,"On the 29 May 2025, a compliance notice was issued to First4care Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that First4care Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by First4care Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires First4care Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Fun & Fortune Pty Ltd",27662341326,MICKLEHAM,VIC,3064,,,,"On the 29 May 2025, a compliance notice was issued to Fun & Fortune Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Fun & Fortune Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Fun & Fortune Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Fun & Fortune Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Adept Care Services Pty Ltd",27667198183,COOMERA,QLD,4209,,,,"On the 29 May 2025, a compliance notice was issued to Adept Care Services Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Adept Care Services Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Adept Care Services Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Adept Care Services Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Care And Grace Pty Ltd",21662049710,BLACKTOWN,NSW,2148,,,,"On the 29 May 2025, a compliance notice was issued to Care And Grace Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Care And Grace Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Care And Grace Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Care And Grace Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"The Trustee For Your Supportive Care Trust",48397895234,COORPAROO,QLD,4151,,,,"On the 29 May 2025, a compliance notice was issued to The Trustee For Your Supportive Care Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For Your Supportive Care Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For Your Supportive Care Trust to commence a conditional audit three months after service delivery has commenced. The notice requires The Trustee For Your Supportive Care Trust to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"National Nurses Plus Pty Limited",56130550935,"FRENCHS FOREST",NSW,2086,,,,"On the 29 May 2025, a compliance notice was issued to National Nurses Plus Pty Limited under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that National Nurses Plus Pty Limited has contravened section 73J of the NDIS Act. More specifically, the failure by National Nurses Plus Pty Limited to commence a conditional audit three months after service delivery has commenced. The notice requires National Nurses Plus Pty Limited to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Glamour Care Services Pty Ltd",85667501724,TORRENS,ACT,2607,,,,"On the 29 May 2025, a compliance notice was issued to Glamour Care Services Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Glamour Care Services Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Glamour Care Services Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Glamour Care Services Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Northern Australia Health & Support Pty Ltd",90655868170,ARALUEN,NT,0870,,,,"On the 29 May 2025, a compliance notice was issued to Northern Australia Health & Support Pty Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Northern Australia Health & Support Pty Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Northern Australia Health & Support Pty Ltd. to commence a conditional audit three months after service delivery has commenced. The notice requires Northern Australia Health & Support Pty Ltd. to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Ability Bliss Pty Ltd",67673999123,"BONNIE BROOK",VIC,3335,,,,"On the 29 May 2025, a compliance notice was issued to Ability Bliss Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Ability Bliss Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Ability Bliss Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Ability Bliss Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"At Home Healthcare 24 Pty Ltd",76665198934,"BALDIVIS ",WA,6171,,,,"On the 29 May 2025, a compliance notice was issued to At Home Healthcare 24 Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that At Home Healthcare 24 Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by At Home Healthcare 24 Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires At Home Healthcare 24 Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"The Trustee For My Disability Service Provider Unit Trust",35251853115,CRANBOURNE,VIC,3977,,,,"On the 29 May 2025, a compliance notice was issued to The Trustee For My Disability Service Provider Unit Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For My Disability Service Provider Unit Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For My Disability Service Provider Unit Trust to commence a conditional audit three months after service delivery has commenced. The notice requires The Trustee For My Disability Service Provider Unit Trust to take certain action in order to address non-compliance with section 73H of the NDIS Act"
"ER - Compliance notice",2025-08-28T07:00:00,2025-10-15T06:00:00,"Ivory Disability Services Pty Ltd",13667106952,MAITLAND,NSW,2320,,,,"On the 29 May 2025, a compliance notice was issued to Ivory Disability Services Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Ivory Disability Services Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Ivory Disability Services Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Ivory Disability Services Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Unitycare Solutions Pty Ltd",68669259812,"HERMIT PARK ",QLD,4812,,,,"On the 29 May 2025, a compliance notice was issued to Unitycare Solutions Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Unitycare Solutions Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Unitycare Solutions Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Unitycare Solutions Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Care And Support Group Pty Ltd",38663889825,KINGSGROVE,NSW,2208,,,,"On the 29 May 2025, a compliance notice was issued to Care And Support Group Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Care And Support Group Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Care And Support Group Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Care And Support Group Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Advent Hope Disability Services Pty Ltd",54662209476,Dubbo,NSW,2830,,,,"On the 29 May 2025, a compliance notice was issued to Advent Hope Disability Services Pty Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Advent Hope Disability Services Pty Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Advent Hope Disability Services Pty Ltd. to commence a conditional audit three months after service delivery has commenced. The notice requires Advent Hope Disability Services Pty Ltd. to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,,"Nurse Partners Australia Pty Ltd",28666348929,"DEEBING HEIGHTS ",QLD,4306,,,,"On the 29 May 2025, a compliance notice was issued to Nurse Partners Australia Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Nurse Partners Australia Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Nurse Partners Australia Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Nurse Partners Australia Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,,"Chloe Flemming",88278974464,Perth,WA,6000,,,,"On the 29 May 2025, a compliance notice was issued to Mrs Chloe Flemming under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Mrs Chloe Flemming has contravened section 73J of the NDIS Act. More specifically, the failure by Mrs Chloe Flemming to commence a conditional audit three months after service delivery has commenced. The notice requires Mrs Chloe Flemming to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"Maweja Super Care Pty Ltd",20659495057,"YEERONGPILLY ",QLD,4105,,,,"On the 29 May 2025, a compliance notice was issued to Maweja Super Care Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Maweja Super Care Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by Maweja Super Care Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires Maweja Super Care Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,,"The Trustee For Sni Trust",56636967795,"PARRAMATTA ",NSW,2150,,,,"On the 29 May 2025, a compliance notice was issued to The Trustee For Sni Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For Sni Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For Sni Trust to commence a conditional audit three months after service delivery has commenced. The notice requires The Trustee For Sni Trust to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"The Trustee For Vh Trust",88690632448,TALLAI,QLD,4213,,,,"On the 29 May 2025, a compliance notice was issued to The Trustee For Vh Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For Vh Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For Vh Trust to commence a conditional audit three months after service delivery has commenced. The notice requires The Trustee For Vh Trust to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"The Trustee For Pmmw Trust",82545473261,"Mill Park",VIC,3082,,,,"On the 29 May 2025, a compliance notice was issued to The Trustee For Pmmw Trust under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that The Trustee For Pmmw Trust has contravened section 73J of the NDIS Act. More specifically, the failure by The Trustee For Pmmw Trust to commence a conditional audit three months after service delivery has commenced. The notice requires The Trustee For Pmmw Trust to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-09-24T07:00:00,"U & A Homecare Pty Ltd",59670228056,"PIARA WATERS",WA,6112,,,,"On the 29 May 2025, a compliance notice was issued to U & A Homecare Pty Ltd under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that U & A Homecare Pty Ltd has contravened section 73J of the NDIS Act. More specifically, the failure by U & A Homecare Pty Ltd to commence a conditional audit three months after service delivery has commenced. The notice requires U & A Homecare Pty Ltd to take certain action in order to address non-compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-08-28T07:00:00,2025-10-08T06:00:00,"Shelly Anne Strange",16738261248,"Tannum Sands",QLD,4680,,,,"On the 29 May 2025, a compliance notice was issued to Mrs Shelly Anne Strange under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Mrs Shelly Anne Strange has contravened section 73J of the NDIS Act. More specifically, the failure by Mrs Shelly Anne Strange to commence a conditional audit three months after service delivery has commenced. The notice requires Mrs Shelly Anne Strange to take certain action in order to address non-compliance with section 73H of the NDIS Act."
